StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
2608,  3742,  4535, , ,,,0.80056079,+52.27529045,259.74025974026, 8.48,1.4073036475425,A2          , 0.323
2609,  3743, , , ,,,0.80068182,+05.10353872,427.350427350427, 8.97,0.816079287050716,K2          , 1.132
2610,  3744,  4381, , ,,,0.80073044,+76.55380617,255.102040816327, 8.50,1.46643033510229,A0          , 0.220
2611,  3745,  4631, , ,,,0.80099452,-25.07904214,59.2768227622999, 8.89,5.02557541294563,G8V         , 0.774
2612,  3746,  4621, , ,,,0.80108355,-03.71198928,258.397932816537, 8.02,0.958554825094558,K0          , 1.000
2613,  3748,232278, , ,,,0.80178021,+52.34811823,10000000, 8.69,-6.31,K5          , 1.382
2614,  3749,  4605, , ,,,0.80226772,+19.48358299,411.522633744856, 8.25,0.178031367991562,K2          , 1.595
2615,  3750,  4440, 212,,          , ,0.80246541,+72.67445774,68.259385665529, 5.86,1.68918812345064,K0IV        , 1.010
2616,  3751,  4581, , ,,,0.80260694,+35.73833631,221.238938053097, 8.70,1.97569217405691,K2          , 1.270
2617,  3753,  4619, , ,,,0.80300293,+09.22164519,188.679245283019, 8.09,1.71137934800394,A2          , 0.329
2618,  3754,  4662, , ,,,0.80322788,-43.77278094,151.745068285281, 8.98,3.07442707297005,G0V         , 0.577
2619,  3755,  4523, , ,,,0.8032367,+65.11963799,177.619893428064, 6.91,0.662541974256731,G5          , 0.950
2620,  3756,  4663, , ,,,0.80336091,-44.88254410,315.457413249211, 8.37,0.875296311088758,K2III       , 1.326
2621,  3757, , , ,,,0.80367446,-05.13517778,25.7003341043434,12.05,10.0003061540187, , 1.506
2622,  3758,  4629, , ,,,0.80376371,+02.72952226,495.049504950495, 8.71,0.236756847233119,G5          , 0.892
2623,  3759,  4500, , ,,,0.80460889,+69.53615661,854.700854700855, 8.47,-1.18907069126919,K0          , 1.400
2624,  3760,  4627, 221,, 62    Psc, ,0.8048179,+07.29991977,202.839756592292, 5.92,-0.61576540361385,G8III       , 1.104
2625,  3761,  4626, , ,,,0.80482277,+10.25803278,178.890876565295, 8.76,2.49705903943212,K5          , 1.211
2626,  3763,  4639, , ,,,0.80561469,-00.48910756,3703.7037037037, 7.64,-5.20318117920506,K0          , 1.389
2627,  3767,  4561, , ,,,0.8062571,+61.58453565,259.74025974026, 7.86,0.787303647542505,G8III       , 1.153
2628,  3765,  4628, 222,Gl  33   ,          ,96 G. Psc,0.80625919,+05.28338873,7.46045956430916, 5.74,6.37617209581617,K2V         , 0.890
2629,  3768,  4562, , ,,,0.80646316,+60.96176268,613.496932515337, 8.44,-0.49906197798021,G8V         , 1.027
2630,  3771,  4591, , ,,,0.80689314,+49.71629136,337.837837837838, 7.73,0.086458555294695,A2          ,-0.021
2631,  3775,  4672, , ,,,0.80871761,-26.36908325,168.350168350168, 8.05,1.91893222490597,G8III       , 0.895
2632,  3776,  4709, , ,,,0.80911113,-53.33246585,571.428571428571, 8.30,-0.484809756568527,K1/K2III    , 1.171
2633,  3777,  4649, , ,,,0.80921792,+00.38211049,77.8210116731518, 8.16,3.70451563833657,G0          , 0.654
2634,  3778,  4671, , ,,,0.80927427,-14.75074522,241.545893719807, 8.29,1.37500170560449,K2/K3III    , 1.323
2635,  3779,  4617, , ,,,0.80934383,+44.97274862,800, 7.57,-1.94544993495972,K2          , 1.587
2636,  3780,  4766, , ,,,0.80963368,-67.53163727,124.069478908189, 8.10,2.63167520902545,F6V         , 0.501
2637,  3781,  4815, 236,,   Lam Hyi, ,0.80975515,-74.92335356,62.7352572145546, 5.09,1.10244158530047,K5III       , 1.345
2638,  3782,232279, , ,,,0.81011356,+54.16069916,179.856115107914, 8.63,2.35537395791029,K2          , 1.154
2639,  3784,  4603, , ,,,0.81098863,+55.79873408,176.678445229682, 7.93,1.69408215594136,A2          , 0.171
2640,  3786,  4656, 224,, 63Del Psc, ,0.81135982,+07.58520186,93.5453695042095, 4.44,-0.415111473956109,K5III       , 1.500
2641,  3787,  4615, , ,,,0.81141613,+52.10084310,364.963503649635, 6.82,-0.991247185898058,F8          , 0.844
2642,  3788,  4691, , ,,,0.81144838,-28.49529780,62.8535512256442, 6.78,2.78835089823291,F0V         , 0.348
2643,  3792,  4678, , ,,,0.81219694,-17.54708857,201.207243460765, 7.87,1.35178194366666,K0III       , 1.061
2644,  3794,  4690, , ,,,0.81232157,-24.14318847,251.256281407035, 8.36,1.35941536036844,G8IV        , 0.879
2645,  3795,  4655, , ,,,0.81245053,+18.68565151,61.4250614250614, 7.60,3.65827200276591,G0          , 0.614
2646,  3796,  4429, , ,,,0.81294337,+78.46729832,161.550888529887, 7.11,1.06845324510059,K0          , 0.972
2647,  3797,  4601, , ,,,0.81316365,+60.76650789,393.700787401575, 8.20,0.22416858309969,K0III       , 1.150
2648,  3798,  4670, , ,,,0.81333764,+18.31409668,442.477876106195, 7.93,-0.299457804262996,B9          ,-0.004
2649,  3800,  4654, , ,,,0.81343176,+20.21477033,271.0027100271, 7.90,0.735131830795302,K0          , 1.432
2650,  3801,  4636, 223,, 25Nu  Cas, ,0.81388703,+50.96819154,119.4743130227, 4.90,-0.486372710033699,B9III       ,-0.091
2651,  3802,  4738, , ,,,0.81397214,-48.59357671,111.982082866741, 8.15,2.90425729444273,F0V         , 0.354
2652,  3804,  4774, , ,,,0.81458573,-60.36982238,134.048257372654, 7.95,2.31369413736334,F0IV/V      , 0.317
2653,  3805,  4653, , ,,,0.81518842,+32.92466589,134.228187919463, 7.95,2.31078136374147,A5          , 0.363
2654,  3806, , , ,,,0.81539692,+24.87097903,311.526479750779, 8.95,1.48252516202436,K7          , 1.498
2655,  3807,  4737, 229,,          , ,0.81576021,-46.69769826,119.047619047619, 6.28,0.901396430309409,G8III       , 0.897
2656,  3808,  4677, , ,,,0.81581418,+12.87970265,813.008130081301, 8.14,-1.41047444280301,K5          , 1.767
2657,  3809,236533, , ,,,0.81606821,+58.00727034,432.900432900433, 8.22,0.0380598994607233,K7          , 1.673
2658,  3810,  4676, 225,Gl  34.1 , 64    Psc, ,0.81630825,+16.94113370,23.9234449760766, 5.07,3.17588140887518,F8V...      , 0.502
2659,  3811,  4723, , ,,,0.81683988,-36.26356680,156.00624024961, 7.59,1.62429014759409,K0III       , 0.972
2660,  3813, ,,NN 3059  ,, ,0.81707725,-50.14439383,21.5889464594128,10.76,9.0888427535969,M2          , 1.426
2661,  3816,  4735, , ,,,0.81720297,-38.28857027,177.935943060498, 8.97,2.71868157784531,F5V         , 0.508
2662,  3817,  4669, , ,,,0.81728476,+41.13208313,189.753320683112, 7.62,1.22905307606273,K0          , 1.160
2663,  3818,  4613, , ,,,0.81729166,+65.55039779,2777.77777777778, 8.82,-3.39848749616356,B1II        , 0.538
2664,  3820,  4751, , ,,,0.8177249,-42.56177739,281.69014084507, 7.58,0.33114176527547,B8V         ,-0.115
2665,  3823,  4698, , ,,,0.81796092,+14.80919912,248.138957816377, 6.95,-0.0234747692944524,K5          , 1.519
2666,  3821,  4614, 219,Gl  34  A, 24Eta Cas, ,0.8180835,+57.81654770,5.95273528186202, 3.46,4.58641715047222,G0V SB      , 0.587
2667,  3824,  4668, , ,,,0.81839005,+44.12948081,135.135135135135, 7.64,1.98615859865488,G5          , 0.918
2668,  3825,  4714, , ,,,0.81839578,-21.15105220,246.305418719212, 7.04,0.0826301678859709,K0/1III +G  , 0.907
2669,  3826,  4733, , ,,,0.81848968,-33.82632838,301.204819277108, 8.36,0.965690418520182,K0III       , 1.158
2670,  3828,  4826, , ,,,0.81882068,-69.12664211,258.397932816537, 8.13,1.06855482509456,K4III       , 1.527
2671,  3829, ,,Gl  35   ,,Van Maanen's Star,0.81921585,+05.39519773,4.40625688477638,12.37,14.1496509353943,DG          , 0.554
2672,  3830,  4686, , ,,,0.81935682,+28.71930683,178.890876565295, 7.18,0.917059039432116,G8III       , 0.932
2673,  3832,  4785, , ,,,0.81995789,-53.77407890,51.3347022587269, 7.56,4.00794476271298,F6/F7V      , 0.505
2674,  3833,  4647, , ,,,0.82052022,+57.07503538,492.610837438424, 7.12,-1.34251981043394,M2III       , 1.722
2675,  3834,  4732, 228,,          , ,0.82052734,-24.13652681,56.4971751412429, 5.90,2.13986633180903,K0III       , 0.944
2676,  3835,  4773, , ,,,0.82066026,-47.41337196,534.75935828877, 8.91,0.269208032682496,G8IV        , 1.074
2677,  3838,  4804, , ,,,0.82092897,-59.56853640,465.116279069767, 8.73,0.392192299578028,K1III       , 1.098
2678,  3839,  4612, , ,,,0.82115079,+68.46724492,671.140939597315, 8.13,-1.00406865793863,B8          , 0.299
2679,  3840,  4685, , ,,,0.82115498,+41.08181697,206.185567010309, 7.06,0.488708693011318,G5          , 1.018
2680,  3841,  4703, , ,,,0.82133747,+22.12819784,304.878048780488, 8.92,1.4993692185584,K0          , 1.122
2681,  3843, , , ,,,0.82156048,-21.39590487,317.460317460317, 8.53,1.021552768948, , 0.644
2682,  3842,  4720, , ,,,0.82161744,-01.62599547,198.807157057654, 8.76,2.26783992527964,A3          , 0.330
2683,  3845,  4731, , ,,,0.82175256,-21.39738310,317.460317460317, 8.85,1.341552768948,F3IV/V      , 0.463
2684,  3847,  4784, , ,,,0.82332947,-42.34866695,311.526479750779, 8.85,1.38252516202436,G8III       , 1.039
2685,  3849,  4730, 227,,          , ,0.82376491,-13.56101709,99.8003992015968, 5.59,0.594338607656135,K3III       , 1.325
2686,  3850,  4747,,Gl  36   ,, ,0.82401035,-23.21277388,18.8359389715577, 7.15,5.77506362670579,G8/K0V      , 0.769
2687,  3851,  4839, , ,,,0.82439695,-65.00449365,170.357751277683, 8.68,2.52319050623807,F3V         , 0.485
2688,  3854,  4695, , ,,,0.8253045,+46.51092235,196.078431372549, 7.18,0.717850880489682,K0          , 1.019
2689,  3857,  4712, , ,,,0.82576147,+44.05939726,67.3400673400673, 7.78,3.63863226826616,G0          , 0.594
2690,  3858,  4772, 232,,          , ,0.82595492,-23.36210931,263.157894736842, 6.27,-0.831082016915949,A3IV        , 0.132
2691,  3859,  4702, , ,,,0.82601535,+38.20496538,53.6193029490617, 8.02,4.37339418072353,F8          , 0.571
2692,  3861,  4770, , ,,,0.82628869,-10.96136471,151.285930408472, 7.62,1.7210072974282,K0          , 1.187
2693,  3862,  4745, , ,,,0.82632454,+07.95477230,129.198966408269, 8.17,2.61370480341446,F5          , 0.419
2694,  3864,  4814, , ,,,0.82641016,-54.16416149,76.6871165644172, 8.10,3.67638795697951,F6V         , 0.595
2695,  3865,  4701, , ,,,0.82701519,+47.76398890,86.7302688638335, 6.66,1.9691465364735,A2          , 0.277
2696,  3868,  4674, , ,,,0.82764037,+60.75908220,135.869565217391, 8.06,2.3943890716875,F5...       , 0.546
2697,  3869,  4760, , ,,,0.82775383,+06.40714131,1724.13793103448, 7.51,-3.67286003218531,K2          , 1.428
2698,  3872,  4783, , ,,,0.82853018,-21.12885558,10000000, 8.78,-6.22,K2III/IV    , 1.382
2699,  3873,  4673, , ,,,0.828559,+65.08280165,115.074798619102, 8.11,2.80509888224333,A5          , 0.312
2700,  3874,  4781, , ,,,0.82900115,-07.84930992,316.455696202532, 7.84,0.33843541309202,K0          , 1.306
2701,  3875,  4728, , ,,,0.8291291,+30.43598803,239.808153477218, 8.69,1.79068027486879,G5          , 1.259
2702,  3876,  4635, , ,,,0.8293997,+70.44899713,21.519259737465, 7.75,6.08586336239434,K0          , 0.900
2703,  3879,  4838, , ,,,0.83006291,-54.59336435,27.8164116828929, 9.50,7.27849447359451,K5V         , 1.157
2704,  3881,  4727, 226,, 35Nu  And, ,0.83023048,+41.07895474,208.333333333333, 4.53,-2.06379381312206,B5V SB      ,-0.136
2705,  3883,  4684, , ,,,0.83113028,+62.79514319,276.243093922652, 8.84,1.63354285266583,A5          , 0.287
2706,  3884,  4744, , ,,,0.83128572,+30.45035886,169.204737732656, 7.60,1.45793740440628,G8IV        , 1.064
2707,  3885,  4757, 230,, 65    Psc, ,0.8314191,+27.71031105,106.382978723404, 5.55,0.415639267998493,F5III+...   , 0.398
2708,  3887,  4694, , ,,,0.83146578,+64.63779136,1724.13793103448, 8.51,-2.67286003218531,B3Ia        , 0.616
2709,  3888,236543, , ,,,0.83181803,+57.22299687,446.428571428571, 8.96,0.711240091670817,K2          , 1.165
2710,  3889,  4790, , ,,,0.831928,-00.22411718,310.55900621118, 6.64,-0.820720641520845,K0          , 1.370
2711,  3892,  4652, , ,,,0.8321415,+71.17577038,406.50406504065, 7.54,-0.505324464483103,B9          , 0.062
2712,  3891,236545, , ,,,0.83215989,+57.29771176,1333.33333333333, 8.98,-1.6446936830415,K0          , 1.121
2713,  3893,  4808, , ,,,0.83228838,-22.10206989,591.715976331361, 7.60,-1.26056647693163,K4III       , 1.414
2714,  3894,  4860, , ,,,0.83229969,-57.38624867,317.460317460317, 7.19,-0.318447231051997,M4III       , 1.558
2715,  3896,  4755, , ,,,0.8329144,+35.33584859,157.977883096366, 8.41,2.41701855008678,A0          , 0.190
2716,  3897,  4756, , ,,,0.83293765,+34.97421902,97.3709834469328, 7.26,2.31785221798639,F5          , 0.609
2717,  3898,  4809, , ,,,0.83341493,-24.11948337,193.423597678917, 8.11,1.67745271546971,K0III/IV    , 1.031
2718,  3899,  5406, , ,,,0.83355018,-84.93524164,210.084033613445, 8.72,2.10803476360247,F5V         , 0.462
2719,  3900,  4754, , ,,,0.83362853,+38.73901723,245.098039215686, 8.00,1.0533008154494,K0          , 1.026
2720,  3901,  4667, , ,,,0.83395746,+70.77417543,169.491525423729, 6.90,0.754260058210722,B9          ,-0.055
2721,  3902,  4646, , ,,,0.83425259,+73.58842500,189.753320683112, 8.84,2.44905307606273,A0          , 0.165
2722,  3903,  4849, 239,,          , ,0.83437674,-43.39494468,96.9932104752667, 6.49,1.55629332641758,A9/F0III    , 0.286
2723,  3904,  4800, , ,,,0.8345181,+07.66839596,195.694716242661, 7.64,1.18210450067356,G0          , 0.974
2724,  3905,  4499, , ,,,0.83462578,+81.96723562,495.049504950495, 7.38,-1.09324315276688,G5          , 1.084
2725,  3908,  4848, , ,,,0.83542973,-40.61999334,126.903553299492, 8.88,3.36263108744778,G3V         , 0.689
2726,  3909,  4813, 235,Gl  37   , 19Phi2Cet, ,0.83547899,-10.64377045,15.4583397743082, 5.17,4.22418575570244,F7IV-V      , 0.514
2727,  3911,  5278, , ,,,0.835877,-83.74397170,59.0318772136954, 7.94,4.08456702997344,F7V         , 0.522
2728,  3912, , , ,,,0.83665947,+11.83013738,268.096514745308, 8.91,1.76854415904344,G5          , 0.968
2729,  3914,  4798, , ,,,0.83743198,+28.36904615,182.815356489945, 7.23,0.919936631667155,K1III       , 1.096
2730,  3917,  4717, , ,,,0.83786427,+63.17135488,2040.81632653061, 8.07,-3.47901959985743,A0Ib        , 0.535
2731,  3918,  4823, , ,,,0.83789509,-15.87855703,321.543408360129, 7.82,0.283801945134189,K2/K3III    , 1.323
2732,  3919,  4778, 234,,          , ,0.83839269,+45.00224079,90.8265213442325, 6.13,1.33893659485876,A0p...      , 0.043
2733,  3924,  4944, , ,,,0.84005303,-64.06781229,54.3183052688756, 7.98,4.30526894252007,F7V         , 0.562
2734,  3925,  4821, , ,,,0.84013825,+03.38141553,680.272108843537, 8.22,-0.943413326259119,M...        , 1.670
2735,  3926,  4777, , ,,,0.84030496,+50.63043283,76.5696784073507, 7.83,3.40971588469528,F7V         , 0.483
2736,  3928,  4806, , ,,,0.84071996,+40.80827293,680.272108843537, 8.12,-1.04341332625912,B8          ,-0.026
2737,  3930, , , ,,,0.84091975,+59.50273074,46.8603561387067,10.15,6.79597207544226, , 0.909
2738,  3931,  4834, , ,,,0.84096516,+15.48421065,174.520069808028, 8.56,2.35077310983695,A0          , 0.320
2739,  3933, , , ,,,0.84108956,+41.73028685,440.528634361233, 8.76,0.540129285965612,K2          , 1.210
2740,  3932,  4768, , ,,,0.84109006,+59.67175306,10000000, 7.59,-7.41,B5Ib        , 0.309
2741,  3935,  4856, , ,,,0.84212108,-05.31415406,145.985401459854, 7.97,2.14845285746213,F0          , 0.401
2742,  3936,  4833, , ,,,0.84230659,+21.16352423,146.842878120411, 7.67,1.83573555956393,G8III       , 0.958
2743,  3937, ,,NN 3060 A,, ,0.84253199,+24.81682158,12.0192307692308,12.01,11.6106166314536, ,      
2744,  3938,  4835, , ,,,0.84260232,+10.41158658,314.465408805031, 8.63,1.14213559992217,A2          , 0.278
2745,  3939,  4910, , ,,,0.84306707,-47.14309563,105.042016806723, 8.47,3.36318474192237,F5V         , 0.433
2746,  3941,  4683, , ,,,0.84329326,+75.60228159,250, 8.80,1.81029995663981,A0          , 0.377
2747,  3942,  4787, , ,,,0.84338256,+56.61287556,404.858299595142, 8.74,0.703484766298329,A0          , 0.039
2748,  3943,  4832, , ,,,0.84353737,+24.21670348,203.665987780041, 7.74,1.19540746061484,K2III       , 1.172
2749,  3944,  4845, , ,,,0.84385385,+16.98984687,187.617260787993, 8.50,2.13363604513286,F8          , 0.567
2750,  3946,  4831, , ,,,0.84405157,+25.58496238,192.678227360308, 7.21,0.78583678924229,G8III       , 0.903
2751,  3947,  4865, , ,,,0.84443165,-00.08022016,100.401606425703, 8.53,3.52129669211849,G0          , 0.622
2752,  3948,  4875, , ,,,0.84443807,-18.50583972,114.810562571757, 8.97,3.67009077503832,G3V         , 0.609
2753,  3949,  4919, 242,,   Rho Phe, ,0.84475779,-50.98692422,76.5696784073507, 5.24,0.819715884695277,F2III       , 0.356
2754,  3951,  4775, 233,,          , ,0.84543679,+64.24758084,249.376558603491, 5.35,-1.63427813689909,A4V comp SB , 0.528
2755,  3954,  4797, , ,,,0.84622749,+58.74443325,291.545189504373, 8.30,0.976470600213854,A0          , 0.062
2756,  3957,  4873, , ,,,0.84652963,-01.92186850,146.627565982405, 8.71,2.8789218732824,F8          , 0.492
2757,  3958,236549, , ,,,0.84654667,+58.75423176,10000000, 8.98,-6.02,A0          , 0.098
2758,  3959,  4957, , ,,,0.84741325,-57.02676249,4761.90476190476, 8.82,-4.5689035263304,K0/K1III    , 1.183
2759,  3962, , , ,,,0.84789369,+41.92567322,440.528634361233, 8.81,0.590129285965613,K5          , 1.480
2760,  3961,  5028, , ,,,0.84789851,-71.15152645,38.8500388500388, 6.86,3.91304271284184,F5V         , 0.447
2761,  3963,  4872, , ,,,0.84876733,+08.04601390,94.0733772342427, 8.12,3.25266632261648,F8          , 0.494
2762,  3964,  4666, , ,,,0.84890086,+77.95356004,115.473441108545, 6.76,1.44758946008673,A5          , 0.274
2763,  3965,  4818, 238,,          , ,0.84924062,+51.50803371,66.6666666666667, 6.38,2.26045629527841,F2IV        , 0.307
2764,  3966,  4726, , ,,,0.84935265,+73.56732296,446.428571428571, 7.81,-0.438759908329184,K5          , 1.560
2765,  3968,  4887, , ,,,0.85028376,+08.33635729,209.643605870021, 8.98,2.37259189520057,K5          , 1.072
2766,  3969,  4886, , ,,,0.85057503,+09.22876303,317.460317460317, 8.96,1.451552768948,K2          , 1.166
2767,  3972,  4898, , ,,,0.85104853,+06.89982260,189.393939393939, 7.96,1.57316961266906,G5          , 0.931
2768,  3973,  4899, , ,,,0.85123609,+02.74372611,92.4214417744917, 7.63,2.80113630385275,G0          , 0.610
2769,  3974,  4885, , ,,,0.8514099,+22.88188533,1886.79245283019, 8.06,-3.31862065199605,B9          ,-0.060
2770,  3975,  4917, , ,,,0.8517396,-12.92756757,152.905198776758, 8.03,2.10788874162134,K0III/IV    , 1.046
2771,  3976,  4811, , ,,,0.85224272,+63.10170783,1960.78431372549, 8.00,-3.46214911951032,K2          , 1.580
2772,  3978,  4870, , ,,,0.85290903,+33.55794682,132.978723404255, 8.04,2.42108920295821,F5          , 0.454
2773,  3979,  4915, , ,,,0.85297069,-05.03898875,22.0896841175171, 6.98,5.25905247247626,G0          , 0.663
2774,  3980,  4956, , ,,,0.85304267,-35.39624878,253.807106598985, 8.99,1.96748110912787,F6V         , 0.561
2775,  3981,  4869, , ,,,0.85340144,+38.04231291,292.397660818713, 7.15,-0.179869469719324,K0          , 1.345
2776,  3982,  4916, , ,,,0.85352069,-05.18336284,225.733634311512, 8.78,2.01201863111535,F8          , 0.506
2777,  3983,  4897, , ,,,0.85374222,+14.08583370,140.056022408964, 8.57,2.83849105888087,F0          , 0.409
2778,  3985,  4906, , ,,,0.85393529,+18.79089929,110.619469026549, 8.76,3.54084215237682,G0          , 0.781
2779,  3986,  4955, , ,,,0.85412805,-34.08383377,925.925925925926, 8.36,-1.47288122256525,K3III       , 1.410
2780,  3988,  4817, 237,,          , ,0.85455152,+61.80549823,763.358778625954, 6.04,-3.37364352172118,K5Ib        , 1.880
2781,  3990,  4940, , ,,,0.85475195,-13.11461946,90.0900900900901, 8.74,3.96661489393329,G2V         , 0.601
2782,  3992,  4928, 243,,          , ,0.85508642,+03.38517465,137.551581843191, 6.39,0.697672054295189,K0III       , 1.069
2783,  3995,  4939, , ,,,0.8555235,-09.40556546,82.3723228995058, 6.89,2.31109343369619,F2          , 0.490
2784,  3997,  4882, , ,,,0.85558753,+37.03284584,252.525252525253, 8.52,1.50847592962756,A2          , 0.131
2785,  3998,  4913,,Gl  39   ,, ,0.85603365,+18.73990110,21.8770509735288, 9.22,7.52005610644665,K2          , 1.194
2786,  3999,  4975, , ,,,0.85613202,-38.52874769,52.3834468308015, 7.14,3.54402964196833,G1V         , 0.593
2787,  4000,  4914, , ,,,0.85616352,+14.24525964,231.481481481481, 8.84,2.01741873407456,F5          , 0.436
2788,  4005,  4903, , ,,,0.85693578,+32.65728762,53.248136315229, 7.28,3.64847793965046,F8          , 0.559
2789,  4006,  4841, , ,,,0.85720283,+63.78117106,10000000, 6.87,-8.13,B5Ia        , 0.494
2790,  4007,  4937, , ,,,0.85725901,+00.91003722,129.198966408269, 8.82,3.26370480341446,G0          , 0.557
2791,  4010,  4989, , ,,,0.85742224,-43.59065723,47.9846449136276, 9.71,6.30448857313744,K1V         , 0.857
2792,  4012, ,,Gl  38   ,, ,0.8578047,+58.30104220,18.4399778720266,10.66,9.33119802217728,M2          , 1.363
2793,  4015,  5068, , ,,,0.85802146,-63.69767460,125.786163522013, 8.93,3.43183564328235,F8V         , 0.602
2794,  4016,  4868, , ,,,0.85807723,+56.50196415,62.65664160401, 8.10,4.11516443507355,G0          , 0.660
2795,  4017,  4902, , ,,,0.85836967,+41.23185846,297.619047619048, 7.26,-0.10830361305078,A0          ,-0.022
2796,  4020,  4973, , ,,,0.85872014,-23.57940815,355.871886120996, 7.93,0.1735315995254,K0III       , 1.013
2797,  4021,  4965, , ,,,0.85907753,-03.14310731,235.294117647059, 7.25,0.391944650251558,A0          , 0.122
2798,  4022,  4967,,Gl  40  A,, ,0.8593421,-22.90939545,15.1952590791673, 8.95,8.04145945399998,K5V         , 1.290
2799,  4023,  4881, 241,,          , ,0.85938636,+51.57145327,352.112676056338, 6.22,-1.51340829976481,B9.5V       , 0.032
2800,  4024,  4972, , ,,,0.8595771,-14.89000959,37.6789751318764, 9.77,6.88950459264208,K2/K3V      , 1.069
2801,  4025,  4935, , ,,,0.85967686,+12.78482380,88.9679715302491, 6.70,1.95383155616521,F0          , 0.339
2802,  4030,  4934, , ,,,0.86027385,+22.62343661,411.522633744856, 7.14,-0.931968632008439,K0III       , 1.028
2803,  4031,  4971, , ,,,0.86035986,-08.81834977,229.357798165138, 7.23,0.427432446342931,K0          , 1.422
2804,  4032,  4933, , ,,,0.86059708,+23.63214704,404.858299595142, 8.88,0.84348476629833,G5          , 0.600
2805,  4033,  5026, , ,,,0.86087785,-46.68884335,427.350427350427, 8.66,0.506079287050715,K1III       , 1.050
2806,  4034,232292, , ,,,0.8611081,+51.19998049,280.112044817927, 8.12,0.883341080560966,K0          , 0.990
2807,  4035,  5043, , ,,,0.86236389,-50.15248054,139.082058414465, 8.62,2.90364445191441,F2V         , 0.402
2808,  4036,  4982, , ,,,0.86237797,-06.10010154,158.478605388273, 8.30,2.30014679622067,F0          , 0.383
2809,  4038,  4912, , ,,,0.86307229,+48.05658159,294.985250737463, 7.49,0.140998491015411,K0          , 1.103
2810,  4040,  4980, , ,,,0.86360522,-04.08647157,120.481927710843, 8.38,2.97539046188037,F0          , 0.416
2811,  4041,  4741, , ,,,0.86377195,+78.62577543,40.2090872537193, 8.45,5.42837892634968,G5          , 0.780
2812,  4042,  4925, , ,,,0.86390998,+48.98364993,432.900432900433, 7.54,-0.641940100539277,K2          , 1.356
2813,  4044,  4987, , ,,,0.86402748,-08.16581842,140.449438202247, 8.04,2.30239996818428,G0...       , 0.636
2814,  4046,  5080, , ,,,0.8641404,-56.57816546,118.906064209275, 8.13,2.75397997898956,F3/F5V      , 0.471
2815,  4047,  4951, , ,,,0.8641551,+32.00090328,187.265917602996, 8.15,1.78770628514278,A2          , 0.147
2816,  4048,  4970, , ,,,0.86420634,+16.71664916,265.25198938992, 7.88,0.761706751028965,G5          , 1.090
2817,  4049,  5042, 245,,          , ,0.86448485,-43.70903814,85.7632933104631, 6.89,2.22349275211498,F2/F3V      , 0.362
2818,  4050,  4963, , ,,,0.8650953,+27.77945384,100000, 7.82,-7.18,K1III       , 1.093
2819,  4051,  4924, , ,,,0.86513238,+50.77467808,213.675213675214, 7.40,0.751229265370621,G5          , 1.087
2820,  4053,  4962, , ,,,0.86516785,+32.36701383,602.409638554217, 7.72,-1.17945955979973,M...        , 1.650
2821,  4054,  4997, , ,,,0.86521592,-07.12499969,10000000, 8.90,-6.1,K5          , 1.653
2822,  4056,  4979, , ,,,0.86561918,+04.06030957,97.5609756097561, 7.86,2.91361932695887,F2          , 0.486
2823,  4057,  5062, , ,,,0.86576792,-42.64312018,137.362637362637, 8.06,2.37065689656519,F0V         , 0.347
2824,  4058,  4961, , ,,,0.8658591,+33.89003340,113.765642775882, 6.87,1.58994437536886,K2          , 1.375
2825,  4059,  4932, , ,,,0.86616018,+50.01907473,102.880658436214, 8.21,3.14833132463137,A2          , 0.348
2826,  4061, , , ,,,0.86665317,+20.58313129,29.4985250737463,11.53,9.18099849101541, , 1.440
2827,  4062,  5210, , ,,,0.86706753,-74.86998379,76.7459708365311, 8.69,4.26472207856292,G1/G2V      , 0.586
2828,  4063,  5022, , ,,,0.86757229,-19.42289041,120.336943441637, 8.85,3.44800511892055,G1V         , 0.618
2829,  4064,  5061, , ,,,0.86840794,-35.74772689,757.575757575758, 8.65,-0.747130343970751,A0V         , 0.019
2830,  4065,  4936, , ,,,0.86877039,+10.60094271,104.058272632674, 8.41,3.32361693834273,F8          , 0.453
2831,  4067, , , ,,,0.8692614,+06.80306437,27.5178866263071,11.80,9.60192461486008,K7          , 1.465
2832,  4068,  5020, , ,,,0.86986574,-06.00090941,105.15247108307, 8.52,3.41090258468707,F5          , 0.495
2833,  4070,  5113, , ,,,0.87003376,-59.00258772,251.889168765743, 8.95,1.94395253381558,G8/K0III    , 1.052
2834,  4071,  5039, , ,,,0.87019218,-09.83240938,221.729490022173, 7.57,0.840882709389803,K2          , 1.586
2835,  4072,  5058, , ,,,0.87024437,-22.61675897,54.1125541125541, 7.13,3.46350983442044,G0V         , 0.530
2836,  4073,  5057, , ,,,0.87032865,-21.10789802,85.9845227858985, 7.64,2.96789857364224,F6V         , 0.479
2837,  4075,  4931, , ,,,0.87095961,+60.08995098,10000000, 8.71,-6.29,B8V         , 0.336
2838,  4077,  5056, , ,,,0.87142753,-13.90589084,139.664804469274, 8.15,2.42456511153928,F3V         , 0.486
2839,  4078,  5055, , ,,,0.87166229,-10.73046574,110.132158590308, 8.82,3.61042924260543,F0          , 0.430
2840,  4079,  5067, , ,,,0.87174619,-26.39823765,302.114803625378, 8.46,1.0591399688786,K0III       , 0.980
